,codes,name,links,coord,label,timezone,id,lat,lon,administrative_regions
0,"[{'type': 'secondary_id', 'value': 'SNCF:80194209'}, {'type': 'secondary_id', 'value': 'SNCF:80194225'}, {'type': 'secondary_id', 'value': 'SNCF:80194233'}, {'type': 'secondary_id', 'value': 'SNCF:80194332'}, {'type': 'secondary_id', 'value': 'SNCF:80197871'}, {'type': 'secondary_id', 'value': 'SNCF:80359331'}, {'type': 'secondary_id', 'value': 'SNCF:80359349'}, {'type': 'secondary_id', 'value': 'SNCF:85010017'}, {'type': 'secondary_id', 'value': 'SNCF:87240465'}, {'type': 'secondary_id', 'value': 'SNCF:87641241'}, {'type': 'secondary_id', 'value': 'SNCF:87688051'}, {'type': 'secondary_id', 'value': 'SNCF:87713743'}, {'type': 'secondary_id', 'value': 'SNCF:87713875'}, {'type': 'secondary_id', 'value': 'SNCF:87714097'}, {'type': 'secondary_id', 'value': 'SNCF:87757005'}, {'type': 'source', 'value': '80194209'}, {'type': 'source', 'value': '80194225'}, {'type': 'source', 'value': '80194233'}, {'type': 'source', 'value': '80194332'}, {'type': 'source', 'value': '80197871'}, {'type': 'source', 'value': '80359331'}, {'type': 'source', 'value': '80359349'}, {'type': 'source', 'value': '85010017'}, {'type': 'source', 'value': '87240465'}, {'type': 'source', 'value': '87407536'}, {'type': 'source', 'value': '87641241'}, {'type': 'source', 'value': '87688051'}, {'type': 'source', 'value': '87713743'}, {'type': 'source', 'value': '87713875'}, {'type': 'source', 'value': '87714097'}, {'type': 'source', 'value': '87757005'}]",,[],"{'lat': '0', 'lon': '0'}",,Europe/Paris,stop_area:SNCF:87407536,0,0,
1,"[{'type': 'source', 'value': '87313759'}, {'type': 'uic', 'value': '87313759'}]",Abancourt,[],"{'lat': '49.685621', 'lon': '1.774297'}",Abancourt (Abancourt),Europe/Paris,stop_area:SNCF:87313759,49.685621,1.774297,"[{'insee': '60001', 'name': 'Abancourt', 'level': 8, 'coord': {'lat': '49.6977145', 'lon': '1.7646826'}, 'label': 'Abancourt (60220)', 'id': 'admin:fr:60001', 'zip_code': '60220'}]"
2,"[{'type': 'source', 'value': '87481614'}, {'type': 'uic', 'value': '87481614'}]",Abbaretz,[],"{'lat': '47.555241', 'lon': '-1.524289'}",Abbaretz (Abbaretz),Europe/Paris,stop_area:SNCF:87481614,47.555241,-1.524289,"[{'insee': '44001', 'name': 'Abbaretz', 'level': 8, 'coord': {'lat': '47.5525545', 'lon': '-1.5322775'}, 'label': 'Abbaretz (44170)', 'id': 'admin:fr:44001', 'zip_code': '44170'}]"
3,"[{'type': 'source', 'value': '87317362'}, {'type': 'uic', 'value': '87317362'}]",Abbeville,[],"{'lat': '50.102175', 'lon': '1.824538'}",Abbeville (Abbeville),Europe/Paris,stop_area:SNCF:87317362,50.102175,1.824538,"[{'insee': '80001', 'name': 'Abbeville', 'level': 8, 'coord': {'lat': '50.1060835', 'lon': '1.8337029'}, 'label': 'Abbeville (80100)', 'id': 'admin:fr:80001', 'zip_code': '80100'}]"
4,"[{'type': 'source', 'value': '87545269'}, {'type': 'uic', 'value': '87545269'}]",Ablon,[],"{'lat': '48.725443', 'lon': '2.419213'}",Ablon (Ablon-sur-Seine),Europe/Paris,stop_area:SNCF:87545269,48.725443,2.419213,"[{'insee': '94001', 'name': 'Ablon-sur-Seine', 'level': 8, 'coord': {'lat': '48.7247582', 'lon': '2.421509'}, 'label': 'Ablon-sur-Seine (94480)', 'id': 'admin:fr:94001', 'zip_code': '94480'}]"
5,"[{'type': 'source', 'value': '87590588'}, {'type': 'uic', 'value': '87590588'}]",Ablon Noctilien,[],"{'lat': '48.72551', 'lon': '2.419155'}",Ablon Noctilien (Ablon-sur-Seine),Europe/Paris,stop_area:SNCF:87590588,48.72551,2.419155,"[{'insee': '94001', 'name': 'Ablon-sur-Seine', 'level': 8, 'coord': {'lat': '48.7247582', 'lon': '2.421509'}, 'label': 'Ablon-sur-Seine (94480)', 'id': 'admin:fr:94001', 'zip_code': '94480'}]"
6,"[{'type': 'source', 'value': '87191403'}, {'type': 'uic', 'value': '87191403'}]",Aboncourt Mairie,[],"{'lat': '49.261076', 'lon': '6.346603'}",Aboncourt Mairie (Aboncourt),Europe/Paris,stop_area:SNCF:87191403,49.261076,6.346603,"[{'insee': '57001', 'name': 'Aboncourt', 'level': 8, 'coord': {'lat': '49.2602817', 'lon': '6.3463759'}, 'label': 'Aboncourt (57920)', 'id': 'admin:fr:57001', 'zip_code': '57920'}]"
7,"[{'type': 'source', 'value': '87721944'}, {'type': 'uic', 'value': '87721944'}]",Abrest Mairie,[],"{'lat': '46.098868', 'lon': '3.444791'}",Abrest Mairie (Abrest),Europe/Paris,stop_area:SNCF:87721944,46.098868,3.444791,"[{'insee': '03001', 'name': 'Abrest', 'level': 8, 'coord': {'lat': '46.0980139', 'lon': '3.4450434'}, 'label': 'Abrest (03200)', 'id': 'admin:fr:03001', 'zip_code': '03200'}]"
8,"[{'type': 'source', 'value': '87677252'}, {'type': 'uic', 'value': '87677252'}]",Accolay Le Pont,[],"{'lat': '47.663798', 'lon': '3.709584'}",Accolay Le Pont (Deux Rivières),Europe/Paris,stop_area:SNCF:87677252,47.663798,3.709584,"[{'insee': '89130', 'name': 'Deux Rivières', 'level': 8, 'coord': {'lat': '47.6839847', 'lon': '3.6898895'}, 'label': 'Deux Rivières', 'id': 'admin:fr:89130', 'zip_code': ''}]"
9,"[{'type': 'source', 'value': '87386052'}, {'type': 'uic', 'value': '87386052'}]",Achères Grand Cormier,[],"{'lat': '48.955187', 'lon': '2.091962'}",Achères Grand Cormier (Saint-Germain-en-Laye),Europe/Paris,stop_area:SNCF:87386052,48.955187,2.091962,"[{'insee': '78551', 'name': 'Saint-Germain-en-Laye', 'level': 8, 'coord': {'lat': '48.8990413', 'lon': '2.0942792'}, 'label': 'Saint-Germain-en-Laye', 'id': 'admin:fr:78551', 'zip_code': ''}]"
10,"[{'type': 'source', 'value': '87612978'}, {'type': 'uic', 'value': '87612978'}]",Acheres Grand Cormier Noctilien,[],"{'lat': '48.955143', 'lon': '2.091769'}",Acheres Grand Cormier Noctilien (Saint-Germain-en-Laye),Europe/Paris,stop_area:SNCF:87612978,48.955143,2.091769,"[{'insee': '78551', 'name': 'Saint-Germain-en-Laye', 'level': 8, 'coord': {'lat': '48.8990413', 'lon': '2.0942792'}, 'label': 'Saint-Germain-en-Laye', 'id': 'admin:fr:78551', 'zip_code': ''}]"
11,"[{'type': 'source', 'value': '87381657'}, {'type': 'uic', 'value': '87381657'}]",Achères Ville,[],"{'lat': '48.97011', 'lon': '2.07739'}",Achères Ville (Achères),Europe/Paris,stop_area:SNCF:87381657,48.97011,2.07739,"[{'insee': '78005', 'name': 'Achères', 'level': 8, 'coord': {'lat': '48.9606321', 'lon': '2.0698106'}, 'label': 'Achères (78260)', 'id': 'admin:fr:78005', 'zip_code': '78260'}]"
12,"[{'type': 'source', 'value': '87605444'}, {'type': 'uic', 'value': '87605444'}]",Acheres-Ville Noctilien,[],"{'lat': '48.96983', 'lon': '2.077253'}",Acheres-Ville Noctilien (Achères),Europe/Paris,stop_area:SNCF:87605444,48.96983,2.077253,"[{'insee': '78005', 'name': 'Achères', 'level': 8, 'coord': {'lat': '48.9606321', 'lon': '2.0698106'}, 'label': 'Achères (78260)', 'id': 'admin:fr:78005', 'zip_code': '78260'}]"
13,"[{'type': 'source', 'value': '87342048'}, {'type': 'uic', 'value': '87342048'}]",Achiet,[],"{'lat': '50.131919', 'lon': '2.780112'}",Achiet (Achiet-le-Grand),Europe/Paris,stop_area:SNCF:87342048,50.131919,2.780112,"[{'insee': '62005', 'name': 'Achiet-le-Grand', 'level': 8, 'coord': {'lat': '50.1320114', 'lon': '2.7843609'}, 'label': 'Achiet-le-Grand (62121)', 'id': 'admin:fr:62005', 'zip_code': '62121'}]"
14,"[{'type': 'source', 'value': '87316455'}, {'type': 'uic', 'value': '87316455'}]",Achy,[],"{'lat': '49.55473', 'lon': '1.979053'}",Achy (Achy),Europe/Paris,stop_area:SNCF:87316455,49.55473,1.979053,"[{'insee': '60004', 'name': 'Achy', 'level': 8, 'coord': {'lat': '49.5567206', 'lon': '1.9790338'}, 'label': 'Achy (60690)', 'id': 'admin:fr:60004', 'zip_code': '60690'}]"
15,"[{'type': 'source', 'value': '87658856'}, {'type': 'uic', 'value': '87658856'}]",Adamswiller Lotissement la Forêt,[],"{'lat': '48.905635', 'lon': '7.208238'}",Adamswiller Lotissement la Forêt (Adamswiller),Europe/Paris,stop_area:SNCF:87658856,48.905635,7.208238,"[{'insee': '67002', 'name': 'Adamswiller', 'level': 8, 'coord': {'lat': '48.9052331', 'lon': '7.2036488'}, 'label': 'Adamswiller (67320)', 'id': 'admin:fr:67002', 'zip_code': '67320'}]"
16,"[{'type': 'source', 'value': '87658922'}, {'type': 'uic', 'value': '87658922'}]",Adamswiller Mairie,[],"{'lat': '48.903835', 'lon': '7.201179'}",Adamswiller Mairie (Adamswiller),Europe/Paris,stop_area:SNCF:87658922,48.903835,7.201179,"[{'insee': '67002', 'name': 'Adamswiller', 'level': 8, 'coord': {'lat': '48.9052331', 'lon': '7.2036488'}, 'label': 'Adamswiller (67320)', 'id': 'admin:fr:67002', 'zip_code': '67320'}]"
17,"[{'type': 'source', 'value': '87495713'}, {'type': 'uic', 'value': '87495713'}]",Aérogare Orly Ouest,[],"{'lat': '48.728337', 'lon': '2.359676'}",Aérogare Orly Ouest (Paray-Vieille-Poste),Europe/Paris,stop_area:SNCF:87495713,48.728337,2.359676,"[{'insee': '91479', 'name': 'Paray-Vieille-Poste', 'level': 8, 'coord': {'lat': '48.7126093', 'lon': '2.3637838'}, 'label': 'Paray-Vieille-Poste (91550)', 'id': 'admin:fr:91479', 'zip_code': '91550'}]"
18,"[{'type': 'source', 'value': '87523548'}, {'type': 'uic', 'value': '87523548'}]",Aérogare Orly Sud,[],"{'lat': '48.728829', 'lon': '2.369614'}",Aérogare Orly Sud (Paray-Vieille-Poste),Europe/Paris,stop_area:SNCF:87523548,48.728829,2.369614,"[{'insee': '91479', 'name': 'Paray-Vieille-Poste', 'level': 8, 'coord': {'lat': '48.7126093', 'lon': '2.3637838'}, 'label': 'Paray-Vieille-Poste (91550)', 'id': 'admin:fr:91479', 'zip_code': '91550'}]"
19,"[{'type': 'source', 'value': '87271460'}, {'type': 'uic', 'value': '87271460'}]",Aéroport Charles de Gaulle 1,[],"{'lat': '49.00956', 'lon': '2.56135'}",Aéroport Charles de Gaulle 1 (Tremblay-en-France),Europe/Paris,stop_area:SNCF:87271460,49.00956,2.56135,"[{'insee': '93073', 'name': 'Tremblay-en-France', 'level': 8, 'coord': {'lat': '48.9802035', 'lon': '2.5589558'}, 'label': 'Tremblay-en-France (93290)', 'id': 'admin:fr:93073', 'zip_code': '93290'}]"
20,"[{'type': 'source', 'value': '87271494'}, {'type': 'uic', 'value': '87271494'}]",Aéroport Charles de Gaulle 2 TGV,[],"{'lat': '49.003618', 'lon': '2.570812'}",Aéroport Charles de Gaulle 2 TGV (Tremblay-en-France),Europe/Paris,stop_area:SNCF:87271494,49.003618,2.570812,"[{'insee': '93073', 'name': 'Tremblay-en-France', 'level': 8, 'coord': {'lat': '48.9802035', 'lon': '2.5589558'}, 'label': 'Tremblay-en-France (93290)', 'id': 'admin:fr:93073', 'zip_code': '93290'}]"
21,"[{'type': 'source', 'value': '87994210'}, {'type': 'uic', 'value': '87994210'}]",Aéroport Charles de Gaulle T1,[],"{'lat': '49.013273', 'lon': '2.541919'}",Aéroport Charles de Gaulle T1 (Mauregard),Europe/Paris,stop_area:SNCF:87994210,49.013273,2.541919,"[{'insee': '77282', 'name': 'Mauregard', 'level': 8, 'coord': {'lat': '49.0332971', 'lon': '2.5809475'}, 'label': 'Mauregard (77990)', 'id': 'admin:fr:77282', 'zip_code': '77990'}]"
22,"[{'type': 'source', 'value': '87994228'}, {'type': 'uic', 'value': '87994228'}]",Aéroport Charles de Gaulle T2,[],"{'lat': '49.00436', 'lon': '2.571021'}",Aéroport Charles de Gaulle T2 (Le Mesnil-Amelot),Europe/Paris,stop_area:SNCF:87994228,49.00436,2.571021,"[{'insee': '77291', 'name': 'Le Mesnil-Amelot', 'level': 8, 'coord': {'lat': '49.0172102', 'lon': '2.5910318'}, 'label': 'Le Mesnil-Amelot (77990)', 'id': 'admin:fr:77291', 'zip_code': '77990'}]"
23,"[{'type': 'source', 'value': '87994152'}, {'type': 'uic', 'value': '87994152'}]",Aéroport Charles de Gaulle T3,[],"{'lat': '49.009976', 'lon': '2.561354'}",Aéroport Charles de Gaulle T3 (Tremblay-en-France),Europe/Paris,stop_area:SNCF:87994152,49.009976,2.561354,"[{'insee': '93073', 'name': 'Tremblay-en-France', 'level': 8, 'coord': {'lat': '48.9802035', 'lon': '2.5589558'}, 'label': 'Tremblay-en-France (93290)', 'id': 'admin:fr:93073', 'zip_code': '93290'}]"
24,"[{'type': 'source', 'value': '87001479'}, {'type': 'uic', 'value': '87001479'}]",Aéroport Charles-de-Gaulle 2 RER,[],"{'lat': '49.003965', 'lon': '2.570665'}",Aéroport Charles-de-Gaulle 2 RER (Tremblay-en-France),Europe/Paris,stop_area:SNCF:87001479,49.003965,2.570665,"[{'insee': '93073', 'name': 'Tremblay-en-France', 'level': 8, 'coord': {'lat': '48.9802035', 'lon': '2.5589558'}, 'label': 'Tremblay-en-France (93290)', 'id': 'admin:fr:93073', 'zip_code': '93290'}]"
0,"[{'type': 'source', 'value': '87757559'}, {'type': 'uic', 'value': '87757559'}]",Agay,[],"{'lat': '43.43137', 'lon': '6.8565'}",Agay (Saint-Raphaël),Europe/Paris,stop_area:SNCF:87757559,43.43137,6.8565,"[{'insee': '83118', 'name': 'Saint-Raphaël', 'level': 8, 'coord': {'lat': '43.4255303', 'lon': '6.7694244'}, 'label': 'Saint-Raphaël (83530-83700)', 'id': 'admin:fr:83118', 'zip_code': '83530;83700'}]"
1,"[{'type': 'source', 'value': '87781278'}, {'type': 'uic', 'value': '87781278'}]",Agde,[],"{'lat': '43.31728', 'lon': '3.466203'}",Agde (Agde),Europe/Paris,stop_area:SNCF:87781278,43.31728,3.466203,"[{'insee': '34003', 'name': 'Agde', 'level': 8, 'coord': {'lat': '43.3134787', 'lon': '3.4771629'}, 'label': 'Agde (34300)', 'id': 'admin:fr:34003', 'zip_code': '34300'}]"
2,"[{'type': 'source', 'value': '87586008'}, {'type': 'uic', 'value': '87586008'}]",Agen,[],"{'lat': '44.207967', 'lon': '0.6208669999999999'}",Agen (Agen),Europe/Paris,stop_area:SNCF:87586008,44.207967,0.6208669999999999,"[{'insee': '47001', 'name': 'Agen', 'level': 8, 'coord': {'lat': '44.2015624', 'lon': '0.6176324'}, 'label': 'Agen (47000)', 'id': 'admin:fr:47001', 'zip_code': '47000'}]"
3,"[{'type': 'source', 'value': '87595157'}, {'type': 'uic', 'value': '87595157'}]",Agonac,[],"{'lat': '45.286605', 'lon': '0.748653'}",Agonac (Agonac),Europe/Paris,stop_area:SNCF:87595157,45.286605,0.748653,"[{'insee': '24002', 'name': 'Agonac', 'level': 8, 'coord': {'lat': '45.29233', 'lon': '0.74936'}, 'label': 'Agonac (24460)', 'id': 'admin:fr:24002', 'zip_code': '24460'}]"
4,"[{'type': 'source', 'value': '87783399'}, {'type': 'uic', 'value': '87783399'}]",Aguessac,[],"{'lat': '44.153724', 'lon': '3.097892'}",Aguessac (Aguessac),Europe/Paris,stop_area:SNCF:87783399,44.153724,3.097892,"[{'insee': '12002', 'name': 'Aguessac', 'level': 8, 'coord': {'lat': '44.1555141', 'lon': '3.0974965'}, 'label': 'Aguessac (12520)', 'id': 'admin:fr:12002', 'zip_code': '12520'}]"
5,"[{'type': 'source', 'value': '87171702'}, {'type': 'uic', 'value': '87171702'}]",Aguilcourt - Variscourt,[],"{'lat': '49.407994', 'lon': '3.973095'}",Aguilcourt - Variscourt (Variscourt),Europe/Paris,stop_area:SNCF:87171702,49.407994,3.973095,"[{'insee': '02761', 'name': 'Variscourt', 'level': 8, 'coord': {'lat': '49.417363', 'lon': '3.9850223'}, 'label': 'Variscourt (02190)', 'id': 'admin:fr:02761', 'zip_code': '02190'}]"
6,"[{'type': 'source', 'value': '85014001'}, {'type': 'uic', 'value': '85014001'}]",Aigle,[],"{'lat': '46.31685', 'lon': '6.96367'}",Aigle (Aigle),Europe/Paris,stop_area:SNCF:85014001,46.31685,6.96367,"[{'insee': '', 'name': 'Aigle', 'level': 8, 'coord': {'lat': '46.3150262901997', 'lon': '6.9724959683547'}, 'label': 'Aigle (1860)', 'id': 'admin:osm:relation:1684831', 'zip_code': '1860'}]"
7,"[{'type': 'source', 'value': '87485193'}, {'type': 'uic', 'value': '87485193'}]",Aigrefeuille Le Thou,[],"{'lat': '46.09402', 'lon': '-0.95168'}",Aigrefeuille Le Thou (Le Thou),Europe/Paris,stop_area:SNCF:87485193,46.09402,-0.95168,"[{'insee': '17447', 'name': 'Le Thou', 'level': 8, 'coord': {'lat': '46.0839685', 'lon': '-0.9172451'}, 'label': 'Le Thou (17290)', 'id': 'admin:fr:17447', 'zip_code': '17290'}]"
8,"[{'type': 'source', 'value': '87695957'}, {'type': 'uic', 'value': '87695957'}]",Aiguebelette-Centre,[],"{'lat': '45.537542', 'lon': '5.812926'}",Aiguebelette-Centre (Aiguebelette-le-Lac),Europe/Paris,stop_area:SNCF:87695957,45.537542,5.812926,"[{'insee': '73001', 'name': 'Aiguebelette-le-Lac', 'level': 8, 'coord': {'lat': '45.5376018', 'lon': '5.8149064'}, 'label': 'Aiguebelette-le-Lac (73610)', 'id': 'admin:fr:73001', 'zip_code': '73610'}]"
9,"[{'type': 'source', 'value': '87741421'}, {'type': 'uic', 'value': '87741421'}]",Aiguebelette-le-Lac,[],"{'lat': '45.536323', 'lon': '5.813122'}",Aiguebelette-le-Lac (Aiguebelette-le-Lac),Europe/Paris,stop_area:SNCF:87741421,45.536323,5.813122,"[{'insee': '73001', 'name': 'Aiguebelette-le-Lac', 'level': 8, 'coord': {'lat': '45.5376018', 'lon': '5.8149064'}, 'label': 'Aiguebelette-le-Lac (73610)', 'id': 'admin:fr:73001', 'zip_code': '73610'}]"
10,"[{'type': 'source', 'value': '87741256'}, {'type': 'uic', 'value': '87741256'}]",Aiguebelle,[],"{'lat': '45.543703', 'lon': '6.306737'}",Aiguebelle (Val-d'Arc),Europe/Paris,stop_area:SNCF:87741256,45.543703,6.306737,"[{'insee': '73212', 'name': ""Val-d'Arc"", 'level': 8, 'coord': {'lat': '45.5452732', 'lon': '6.308202'}, 'label': ""Val-d'Arc (73220)"", 'id': 'admin:fr:73212', 'zip_code': '73220'}]"
11,"[{'type': 'source', 'value': '87741710'}, {'type': 'uic', 'value': '87741710'}]",Aigueblanche-Centre,[],"{'lat': '45.501835', 'lon': '6.508605'}",Aigueblanche-Centre (Grand-Aigueblanche),Europe/Paris,stop_area:SNCF:87741710,45.501835,6.508605,"[{'insee': '73003', 'name': 'Grand-Aigueblanche', 'level': 8, 'coord': {'lat': '45.5016887', 'lon': '6.5083788'}, 'label': 'Grand-Aigueblanche', 'id': 'admin:fr:73003', 'zip_code': ''}]"
12,"[{'type': 'source', 'value': '87734129'}, {'type': 'uic', 'value': '87734129'}]",Aigueperse,[],"{'lat': '46.014869', 'lon': '3.197912'}",Aigueperse (Aigueperse),Europe/Paris,stop_area:SNCF:87734129,46.014869,3.197912,"[{'insee': '63001', 'name': 'Aigueperse', 'level': 8, 'coord': {'lat': '46.0219319', 'lon': '3.20189'}, 'label': 'Aigueperse (63260)', 'id': 'admin:fr:63001', 'zip_code': '63260'}]"
13,"[{'type': 'source', 'value': '87775858'}, {'type': 'uic', 'value': '87775858'}]",Aigues-Mortes,[],"{'lat': '43.570901', 'lon': '4.19121'}",Aigues-Mortes (Aigues-Mortes),Europe/Paris,stop_area:SNCF:87775858,43.570901,4.19121,"[{'insee': '30003', 'name': 'Aigues-Mortes', 'level': 8, 'coord': {'lat': '43.5658225', 'lon': '4.1912837'}, 'label': 'Aigues-Mortes (30220)', 'id': 'admin:fr:30003', 'zip_code': '30220'}]"
14,"[{'type': 'source', 'value': '87586693'}, {'type': 'uic', 'value': '87586693'}]",Aiguillon,[],"{'lat': '44.298624', 'lon': '0.335543'}",Aiguillon (Aiguillon),Europe/Paris,stop_area:SNCF:87586693,44.298624,0.335543,"[{'insee': '47004', 'name': 'Aiguillon', 'level': 8, 'coord': {'lat': '44.3002778', 'lon': '0.3416667'}, 'label': 'Aiguillon (47190)', 'id': 'admin:fr:47004', 'zip_code': '47190'}]"
15,"[{'type': 'source', 'value': '87215624'}, {'type': 'uic', 'value': '87215624'}]",Ailleville,[],"{'lat': '48.254741', 'lon': '4.682252'}",Ailleville (Ailleville),Europe/Paris,stop_area:SNCF:87215624,48.254741,4.682252,"[{'insee': '10002', 'name': 'Ailleville', 'level': 8, 'coord': {'lat': '48.2523652', 'lon': '4.6814905'}, 'label': 'Ailleville (10200)', 'id': 'admin:fr:10002', 'zip_code': '10200'}]"
16,"[{'type': 'source', 'value': '87185629'}, {'type': 'uic', 'value': '87185629'}]",Aillevillers,[],"{'lat': '47.91389', 'lon': '6.33736'}",Aillevillers (Corbenay),Europe/Paris,stop_area:SNCF:87185629,47.91389,6.33736,"[{'insee': '70171', 'name': 'Corbenay', 'level': 8, 'coord': {'lat': '47.8906', 'lon': '6.32606'}, 'label': 'Corbenay (70320)', 'id': 'admin:fr:70171', 'zip_code': '70320'}]"
17,"[{'type': 'source', 'value': '87313221'}, {'type': 'uic', 'value': '87313221'}]",Ailly-sur-Noye,[],"{'lat': '49.754206', 'lon': '2.364147'}",Ailly-sur-Noye (Ailly-sur-Noye),Europe/Paris,stop_area:SNCF:87313221,49.754206,2.364147,"[{'insee': '80010', 'name': 'Ailly-sur-Noye', 'level': 8, 'coord': {'lat': '49.7580993', 'lon': '2.3645669'}, 'label': 'Ailly-sur-Noye (80250)', 'id': 'admin:fr:80010', 'zip_code': '80250'}]"
18,"[{'type': 'source', 'value': '87313098'}, {'type': 'uic', 'value': '87313098'}]",Ailly-sur-Somme,[],"{'lat': '49.928515', 'lon': '2.200476'}",Ailly-sur-Somme (Ailly-sur-Somme),Europe/Paris,stop_area:SNCF:87313098,49.928515,2.200476,"[{'insee': '80011', 'name': 'Ailly-sur-Somme', 'level': 8, 'coord': {'lat': '49.928085', 'lon': '2.1980997'}, 'label': 'Ailly-sur-Somme (80470)', 'id': 'admin:fr:80011', 'zip_code': '80470'}]"
19,"[{'type': 'source', 'value': '87775833'}, {'type': 'uic', 'value': '87775833'}]",Aimargues,[],"{'lat': '43.678643', 'lon': '4.20845'}",Aimargues (Aimargues),Europe/Paris,stop_area:SNCF:87775833,43.678643,4.20845,"[{'insee': '30006', 'name': 'Aimargues', 'level': 8, 'coord': {'lat': '43.683958', 'lon': '4.2095204'}, 'label': 'Aimargues (30470)', 'id': 'admin:fr:30006', 'zip_code': '30470'}]"
20,"[{'type': 'source', 'value': '87741769'}, {'type': 'uic', 'value': '87741769'}]",Aime - La Plagne,[],"{'lat': '45.554387', 'lon': '6.648614'}",Aime - La Plagne (Aime-la-Plagne),Europe/Paris,stop_area:SNCF:87741769,45.554387,6.648614,"[{'insee': '73006', 'name': 'Aime-la-Plagne', 'level': 8, 'coord': {'lat': '45.5571945', 'lon': '6.6521809'}, 'label': 'Aime-la-Plagne (73210)', 'id': 'admin:fr:73006', 'zip_code': '73210'}]"
21,"[{'type': 'source', 'value': '87668491'}, {'type': 'uic', 'value': '87668491'}]",Aire-sur-l'Adour - Pl. liberté,[],"{'lat': '43.704602', 'lon': '-0.259903'}",Aire-sur-l'Adour - Pl. liberté (Aire-sur-l'Adour),Europe/Paris,stop_area:SNCF:87668491,43.704602,-0.259903,"[{'insee': '40001', 'name': ""Aire-sur-l'Adour"", 'level': 8, 'coord': {'lat': '43.7006462', 'lon': '-0.2647028'}, 'label': ""Aire-sur-l'Adour (40800)"", 'id': 'admin:fr:40001', 'zip_code': '40800'}]"
22,"[{'type': 'source', 'value': '87713636'}, {'type': 'uic', 'value': '87713636'}]",Aiserey,[],"{'lat': '47.170645', 'lon': '5.158352'}",Aiserey (Aiserey),Europe/Paris,stop_area:SNCF:87713636,47.170645,5.158352,"[{'insee': '21005', 'name': 'Aiserey', 'level': 8, 'coord': {'lat': '47.1726521', 'lon': '5.1622858'}, 'label': 'Aiserey (21110)', 'id': 'admin:fr:21005', 'zip_code': '21110'}]"
23,"[{'type': 'source', 'value': '87741249'}, {'type': 'uic', 'value': '87741249'}]",Aiton-Salle-Polyvalente,[],"{'lat': '45.560231', 'lon': '6.254831'}",Aiton-Salle-Polyvalente (Aiton),Europe/Paris,stop_area:SNCF:87741249,45.560231,6.254831,"[{'insee': '73007', 'name': 'Aiton', 'level': 8, 'coord': {'lat': '45.5606', 'lon': '6.25655'}, 'label': 'Aiton (73220)', 'id': 'admin:fr:73007', 'zip_code': '73220'}]"
24,"[{'type': 'source', 'value': '80153452'}, {'type': 'uic', 'value': '80153452'}]",Aix la Chapelle,[],"{'lat': '50.7675', 'lon': '6.0912'}",Aix la Chapelle (Aachen),Europe/Paris,stop_area:SNCF:80153452,50.7675,6.0912,"[{'insee': '', 'name': 'Aachen', 'level': 8, 'coord': {'lat': '50.776351', 'lon': '6.083862'}, 'label': 'Aachen', 'id': 'admin:osm:relation:62564', 'zip_code': ''}]"
0,"[{'type': 'source', 'value': '87751404'}, {'type': 'uic', 'value': '87751404'}]",Aix-en-Provence,[],"{'lat': '43.522903', 'lon': '5.44533'}",Aix-en-Provence (Aix-en-Provence),Europe/Paris,stop_area:SNCF:87751404,43.522903,5.44533,"[{'insee': '13001', 'name': 'Aix-en-Provence', 'level': 8, 'coord': {'lat': '43.5298424', 'lon': '5.4474738'}, 'label': 'Aix-en-Provence (13080-13540)', 'id': 'admin:fr:13001', 'zip_code': '13080;13540'}]"
1,"[{'type': 'source', 'value': '87541797'}, {'type': 'uic', 'value': '87541797'}]",Aix-en-Provence Gare Routière,[],"{'lat': '43.523333', 'lon': '5.43997'}",Aix-en-Provence Gare Routière (Aix-en-Provence),Europe/Paris,stop_area:SNCF:87541797,43.523333,5.43997,"[{'insee': '13001', 'name': 'Aix-en-Provence', 'level': 8, 'coord': {'lat': '43.5298424', 'lon': '5.4474738'}, 'label': 'Aix-en-Provence (13080-13540)', 'id': 'admin:fr:13001', 'zip_code': '13080;13540'}]"
2,"[{'type': 'source', 'value': '87319012'}, {'type': 'uic', 'value': '87319012'}]",Aix-en-Provence TGV,[],"{'lat': '43.455237', 'lon': '5.317534'}",Aix-en-Provence TGV (Aix-en-Provence),Europe/Paris,stop_area:SNCF:87319012,43.455237,5.317534,"[{'insee': '13001', 'name': 'Aix-en-Provence', 'level': 8, 'coord': {'lat': '43.5298424', 'lon': '5.4474738'}, 'label': 'Aix-en-Provence (13080-13540)', 'id': 'admin:fr:13001', 'zip_code': '13080;13540'}]"
3,"[{'type': 'source', 'value': '87741132'}, {'type': 'uic', 'value': '87741132'}]",Aix-les-Bains le Revard,[],"{'lat': '45.688161', 'lon': '5.909371'}",Aix-les-Bains le Revard (Aix-les-Bains),Europe/Paris,stop_area:SNCF:87741132,45.688161,5.909371,"[{'insee': '73008', 'name': 'Aix-les-Bains', 'level': 8, 'coord': {'lat': '45.6886292', 'lon': '5.9146362'}, 'label': 'Aix-les-Bains (73100)', 'id': 'admin:fr:73008', 'zip_code': '73100'}]"
