,codes,name,links,coord,label,timezone,id,lat,lon,administrative_regions
17,"[{'type': 'source', 'value': '87699850'}, {'type': 'uic', 'value': '87699850'}]",Malbuisson,[],"{'lat': '46.799206', 'lon': '6.304548'}",Malbuisson (Malbuisson),Europe/Paris,stop_area:SNCF:87699850,46.799206,6.304548,"[{'insee': '25361', 'name': 'Malbuisson', 'level': 8, 'coord': {'lat': '46.79903', 'lon': '6.3039808'}, 'label': 'Malbuisson (25160)', 'id': 'admin:fr:25361', 'zip_code': '25160'}]"
18,"[{'type': 'source', 'value': '87684415'}, {'type': 'uic', 'value': '87684415'}]",Malesherbes,[],"{'lat': '48.293494', 'lon': '2.401401'}",Malesherbes (Le Malesherbois),Europe/Paris,stop_area:SNCF:87684415,48.293494,2.401401,"[{'insee': '45191', 'name': 'Le Malesherbois', 'level': 8, 'coord': {'lat': '48.2953901', 'lon': '2.4164078'}, 'label': 'Le Malesherbois', 'id': 'admin:fr:45191', 'zip_code': ''}]"
19,"[{'type': 'source', 'value': '87751453'}, {'type': 'uic', 'value': '87751453'}]",Malijai,[],"{'lat': '44.046354', 'lon': '6.03188'}",Malijai (Malijai),Europe/Paris,stop_area:SNCF:87751453,44.046354,6.03188,"[{'insee': '04108', 'name': 'Malijai', 'level': 8, 'coord': {'lat': '44.0448386', 'lon': '6.0308427'}, 'label': 'Malijai (04350-04510)', 'id': 'admin:fr:04108', 'zip_code': '04350;04510'}]"
20,"[{'type': 'source', 'value': '87751461'}, {'type': 'uic', 'value': '87751461'}]",Mallemoisson,[],"{'lat': '44.042245', 'lon': '6.127305'}",Mallemoisson (Mallemoisson),Europe/Paris,stop_area:SNCF:87751461,44.042245,6.127305,"[{'insee': '04110', 'name': 'Mallemoisson', 'level': 8, 'coord': {'lat': '44.0492433', 'lon': '6.1243174'}, 'label': 'Mallemoisson (04510)', 'id': 'admin:fr:04110', 'zip_code': '04510'}]"
21,"[{'type': 'source', 'value': '87191627'}, {'type': 'uic', 'value': '87191627'}]",Malling,[],"{'lat': '49.42152', 'lon': '6.302207'}",Malling (Malling),Europe/Paris,stop_area:SNCF:87191627,49.42152,6.302207,"[{'insee': '57437', 'name': 'Malling', 'level': 8, 'coord': {'lat': '49.4238659', 'lon': '6.2976611'}, 'label': 'Malling (57480)', 'id': 'admin:fr:57437', 'zip_code': '57480'}]"
22,"[{'type': 'source', 'value': '87659920'}, {'type': 'uic', 'value': '87659920'}]",Malmerspach Rond-point,[],"{'lat': '47.867203', 'lon': '7.038704'}",Malmerspach Rond-point (Malmerspach),Europe/Paris,stop_area:SNCF:87659920,47.867203,7.038704,"[{'insee': '68199', 'name': 'Malmerspach', 'level': 8, 'coord': {'lat': '47.8652161', 'lon': '7.0351992'}, 'label': 'Malmerspach (68550)', 'id': 'admin:fr:68199', 'zip_code': '68550'}]"
23,"[{'type': 'source', 'value': '87718510'}, {'type': 'uic', 'value': '87718510'}]",Mamirolle,[],"{'lat': '47.199903', 'lon': '6.161833'}",Mamirolle (Mamirolle),Europe/Paris,stop_area:SNCF:87718510,47.199903,6.161833,"[{'insee': '25364', 'name': 'Mamirolle', 'level': 8, 'coord': {'lat': '47.1994436', 'lon': '6.1592995'}, 'label': 'Mamirolle (25620)', 'id': 'admin:fr:25364', 'zip_code': '25620'}]"
24,"[{'type': 'source', 'value': '87450585'}, {'type': 'uic', 'value': '87450585'}]",Manciet,[],"{'lat': '43.800139', 'lon': '0.04273'}",Manciet (Manciet),Europe/Paris,stop_area:SNCF:87450585,43.800139,0.04273,"[{'insee': '32227', 'name': 'Manciet', 'level': 8, 'coord': {'lat': '43.8005556', 'lon': '0.0416667'}, 'label': 'Manciet (32370)', 'id': 'admin:fr:32227', 'zip_code': '32370'}]"
0,"[{'type': 'source', 'value': '87757591'}, {'type': 'uic', 'value': '87757591'}]",Mandelieu-la-Napoule,[],"{'lat': '43.52391', 'lon': '6.941318'}",Mandelieu-la-Napoule (Mandelieu-la-Napoule),Europe/Paris,stop_area:SNCF:87757591,43.52391,6.941318,"[{'insee': '06079', 'name': 'Mandelieu-la-Napoule', 'level': 8, 'coord': {'lat': '43.5439153', 'lon': '6.9359135'}, 'label': 'Mandelieu-la-Napoule (06210)', 'id': 'admin:fr:06079', 'zip_code': '06210'}]"
1,"[{'type': 'source', 'value': '87618819'}, {'type': 'uic', 'value': '87618819'}]",Mane,[],"{'lat': '43.081613', 'lon': '0.951935'}",Mane (Mane),Europe/Paris,stop_area:SNCF:87618819,43.081613,0.951935,"[{'insee': '31315', 'name': 'Mane', 'level': 8, 'coord': {'lat': '43.0818375', 'lon': '0.9504994'}, 'label': 'Mane (31260)', 'id': 'admin:fr:31315', 'zip_code': '31260'}]"
2,"[{'type': 'source', 'value': '80140087'}, {'type': 'uic', 'value': '80140087'}]",Mannheim Hbf,[],"{'lat': '49.4794', 'lon': '8.4696'}",Mannheim Hbf (Mannheim),Europe/Paris,stop_area:SNCF:80140087,49.4794,8.4696,"[{'insee': '', 'name': 'Mannheim', 'level': 8, 'coord': {'lat': '49.489591', 'lon': '8.467236'}, 'label': 'Mannheim', 'id': 'admin:osm:relation:62691', 'zip_code': ''}]"
3,"[{'type': 'source', 'value': '87751321'}, {'type': 'uic', 'value': '87751321'}]",Manosque - Gréoux-les-Bains,[],"{'lat': '43.823194', 'lon': '5.793324'}",Manosque - Gréoux-les-Bains (Manosque),Europe/Paris,stop_area:SNCF:87751321,43.823194,5.793324,"[{'insee': '04112', 'name': 'Manosque', 'level': 8, 'coord': {'lat': '43.8338026', 'lon': '5.7826657'}, 'label': 'Manosque (04100)', 'id': 'admin:fr:04112', 'zip_code': '04100'}]"
4,"[{'type': 'source', 'value': '87381590'}, {'type': 'uic', 'value': '87381590'}]",Mantes Station,[],"{'lat': '48.983664', 'lon': '1.715691'}",Mantes Station (Mantes-la-Jolie),Europe/Paris,stop_area:SNCF:87381590,48.983664,1.715691,"[{'insee': '78361', 'name': 'Mantes-la-Jolie', 'level': 8, 'coord': {'lat': '48.9891971', 'lon': '1.7140683'}, 'label': 'Mantes-la-Jolie (78200)', 'id': 'admin:fr:78361', 'zip_code': '78200'}]"
5,"[{'type': 'source', 'value': '87381509'}, {'type': 'uic', 'value': '87381509'}]",Mantes-la-Jolie,[],"{'lat': '48.98984', 'lon': '1.70337'}",Mantes-la-Jolie (Mantes-la-Jolie),Europe/Paris,stop_area:SNCF:87381509,48.98984,1.70337,"[{'insee': '78361', 'name': 'Mantes-la-Jolie', 'level': 8, 'coord': {'lat': '48.9891971', 'lon': '1.7140683'}, 'label': 'Mantes-la-Jolie (78200)', 'id': 'admin:fr:78361', 'zip_code': '78200'}]"
6,"[{'type': 'source', 'value': '87641183'}, {'type': 'uic', 'value': '87641183'}]",Manzat,[],"{'lat': '45.962471', 'lon': '2.942202'}",Manzat (Manzat),Europe/Paris,stop_area:SNCF:87641183,45.962471,2.942202,"[{'insee': '63206', 'name': 'Manzat', 'level': 8, 'coord': {'lat': '45.9615586', 'lon': '2.9406189'}, 'label': 'Manzat (63410)', 'id': 'admin:fr:63206', 'zip_code': '63410'}]"
7,"[{'type': 'source', 'value': '87389882'}, {'type': 'uic', 'value': '87389882'}]",Marans Place du Marquis d'Aligre,[],"{'lat': '46.307241', 'lon': '-0.991639'}",Marans Place du Marquis d'Aligre (Marans),Europe/Paris,stop_area:SNCF:87389882,46.307241,-0.991639,"[{'insee': '17218', 'name': 'Marans', 'level': 8, 'coord': {'lat': '46.3101338', 'lon': '-0.9940538'}, 'label': 'Marans (17230)', 'id': 'admin:fr:17218', 'zip_code': '17230'}]"
8,"[{'type': 'source', 'value': '87279885'}, {'type': 'uic', 'value': '87279885'}]",Maranville la Poste,[],"{'lat': '48.135295', 'lon': '4.862528'}",Maranville la Poste (Maranville),Europe/Paris,stop_area:SNCF:87279885,48.135295,4.862528,"[{'insee': '52308', 'name': 'Maranville', 'level': 8, 'coord': {'lat': '48.1343827', 'lon': '4.8667722'}, 'label': 'Maranville (52370)', 'id': 'admin:fr:52308', 'zip_code': '52370'}]"
9,"[{'type': 'source', 'value': '87141796'}, {'type': 'uic', 'value': '87141796'}]",Marbache,[],"{'lat': '48.801156', 'lon': '6.108779'}",Marbache (Marbache),Europe/Paris,stop_area:SNCF:87141796,48.801156,6.108779,"[{'insee': '54351', 'name': 'Marbache', 'level': 8, 'coord': {'lat': '48.7967416', 'lon': '6.0996071'}, 'label': 'Marbache (54820)', 'id': 'admin:fr:54351', 'zip_code': '54820'}]"
10,"[{'type': 'source', 'value': '87414714'}, {'type': 'uic', 'value': '87414714'}]",Marcel Sembat,[],"{'lat': '48.80994', 'lon': '2.190076'}",Marcel Sembat (Chaville),Europe/Paris,stop_area:SNCF:87414714,48.80994,2.190076,"[{'insee': '92022', 'name': 'Chaville', 'level': 8, 'coord': {'lat': '48.8086915', 'lon': '2.1883487'}, 'label': 'Chaville (92370)', 'id': 'admin:fr:92022', 'zip_code': '92370'}]"
11,"[{'type': 'source', 'value': '87313445'}, {'type': 'uic', 'value': '87313445'}]",Marcelcave,[],"{'lat': '49.853115', 'lon': '2.581744'}",Marcelcave (Marcelcave),Europe/Paris,stop_area:SNCF:87313445,49.853115,2.581744,"[{'insee': '80507', 'name': 'Marcelcave', 'level': 8, 'coord': {'lat': '49.8482929', 'lon': '2.5740011'}, 'label': 'Marcelcave (80800)', 'id': 'admin:fr:80507', 'zip_code': '80800'}]"
12,"[{'type': 'source', 'value': '87110189'}, {'type': 'uic', 'value': '87110189'}]",Marcenat,[],"{'lat': '45.305259', 'lon': '2.828722'}",Marcenat (Marcenat),Europe/Paris,stop_area:SNCF:87110189,45.305259,2.828722,"[{'insee': '15114', 'name': 'Marcenat', 'level': 8, 'coord': {'lat': '45.3084391', 'lon': '2.8245303'}, 'label': 'Marcenat (15190)', 'id': 'admin:fr:15114', 'zip_code': '15190'}]"
13,"[{'type': 'source', 'value': '87582445'}, {'type': 'uic', 'value': '87582445'}]",Marcheprime,[],"{'lat': '44.690532', 'lon': '-0.853726'}",Marcheprime (Marcheprime),Europe/Paris,stop_area:SNCF:87582445,44.690532,-0.853726,"[{'insee': '33555', 'name': 'Marcheprime', 'level': 8, 'coord': {'lat': '44.6934559', 'lon': '-0.8543538000000001'}, 'label': 'Marcheprime (33380)', 'id': 'admin:fr:33555', 'zip_code': '33380'}]"
14,"[{'type': 'source', 'value': '87393470'}, {'type': 'uic', 'value': '87393470'}]",Marchezais - Broué,[],"{'lat': '48.768468', 'lon': '1.513471'}",Marchezais - Broué (Broué),Europe/Paris,stop_area:SNCF:87393470,48.768468,1.513471,"[{'insee': '28062', 'name': 'Broué', 'level': 8, 'coord': {'lat': '48.7493515', 'lon': '1.5242815'}, 'label': 'Broué (28410)', 'id': 'admin:fr:28062', 'zip_code': '28410'}]"
15,"[{'type': 'source', 'value': '87694828'}, {'type': 'uic', 'value': '87694828'}]",Marcigny - Saint-Martin-du-Lac,[],"{'lat': '46.252657', 'lon': '4.04549'}",Marcigny - Saint-Martin-du-Lac (Saint-Martin-du-Lac),Europe/Paris,stop_area:SNCF:87694828,46.252657,4.04549,"[{'insee': '71453', 'name': 'Saint-Martin-du-Lac', 'level': 8, 'coord': {'lat': '46.2530878', 'lon': '4.0452524'}, 'label': 'Saint-Martin-du-Lac (71110)', 'id': 'admin:fr:71453', 'zip_code': '71110'}]"
16,"[{'type': 'source', 'value': '87733667'}, {'type': 'uic', 'value': '87733667'}]",Mareil-Marly T13,[],"{'lat': '48.881041', 'lon': '2.079086'}",Mareil-Marly T13 (Mareil-Marly),Europe/Paris,stop_area:SNCF:87733667,48.881041,2.079086,"[{'insee': '78367', 'name': 'Mareil-Marly', 'level': 8, 'coord': {'lat': '48.8823232', 'lon': '2.0764516'}, 'label': 'Mareil-Marly (78750)', 'id': 'admin:fr:78367', 'zip_code': '78750'}]"
17,"[{'type': 'source', 'value': '87381715'}, {'type': 'uic', 'value': '87381715'}]",Mareil-sur-Mauldre,[],"{'lat': '48.893797', 'lon': '1.871569'}",Mareil-sur-Mauldre (Mareil-sur-Mauldre),Europe/Paris,stop_area:SNCF:87381715,48.893797,1.871569,"[{'insee': '78368', 'name': 'Mareil-sur-Mauldre', 'level': 8, 'coord': {'lat': '48.8936766', 'lon': '1.8647593'}, 'label': 'Mareil-sur-Mauldre (78124)', 'id': 'admin:fr:78368', 'zip_code': '78124'}]"
18,"[{'type': 'source', 'value': '87317206'}, {'type': 'uic', 'value': '87317206'}]",Maresquel,[],"{'lat': '50.408076', 'lon': '1.930836'}",Maresquel (Maresquel-Ecquemicourt),Europe/Paris,stop_area:SNCF:87317206,50.408076,1.930836,"[{'insee': '62552', 'name': 'Maresquel-Ecquemicourt', 'level': 8, 'coord': {'lat': '50.4081023', 'lon': '1.9338829'}, 'label': 'Maresquel-Ecquemicourt (62990)', 'id': 'admin:fr:62552', 'zip_code': '62990'}]"
19,"[{'type': 'source', 'value': '87334029'}, {'type': 'uic', 'value': '87334029'}]",Mareuil-sur-Lay-Dissais,[],"{'lat': '46.535706', 'lon': '-1.224182'}",Mareuil-sur-Lay-Dissais (Mareuil-sur-Lay-Dissais),Europe/Paris,stop_area:SNCF:87334029,46.535706,-1.224182,"[{'insee': '85135', 'name': 'Mareuil-sur-Lay-Dissais', 'level': 8, 'coord': {'lat': '46.5356076', 'lon': '-1.2210349'}, 'label': 'Mareuil-sur-Lay-Dissais (85320)', 'id': 'admin:fr:85135', 'zip_code': '85320'}]"
20,"[{'type': 'source', 'value': '87116665'}, {'type': 'uic', 'value': '87116665'}]",Mareuil-sur-Ourcq,[],"{'lat': '49.135542', 'lon': '3.075653'}",Mareuil-sur-Ourcq (Mareuil-sur-Ourcq),Europe/Paris,stop_area:SNCF:87116665,49.135542,3.075653,"[{'insee': '60380', 'name': 'Mareuil-sur-Ourcq', 'level': 8, 'coord': {'lat': '49.136333', 'lon': '3.0790475'}, 'label': 'Mareuil-sur-Ourcq (60890)', 'id': 'admin:fr:60380', 'zip_code': '60890'}]"
21,"[{'type': 'source', 'value': '87581215'}, {'type': 'uic', 'value': '87581215'}]",Margaux,[],"{'lat': '45.035916', 'lon': '-0.685393'}",Margaux (Margaux-Cantenac),Europe/Paris,stop_area:SNCF:87581215,45.035916,-0.685393,"[{'insee': '33268', 'name': 'Margaux-Cantenac', 'level': 8, 'coord': {'lat': '45.0405695', 'lon': '-0.6796105'}, 'label': 'Margaux-Cantenac', 'id': 'admin:fr:33268', 'zip_code': ''}]"
22,"[{'type': 'source', 'value': '87271882'}, {'type': 'uic', 'value': '87271882'}]",Margival,[],"{'lat': '49.439376', 'lon': '3.402717'}",Margival (Margival),Europe/Paris,stop_area:SNCF:87271882,49.439376,3.402717,"[{'insee': '02464', 'name': 'Margival', 'level': 8, 'coord': {'lat': '49.4352778', 'lon': '3.4025'}, 'label': 'Margival (02880)', 'id': 'admin:fr:02464', 'zip_code': '02880'}]"
23,"[{'type': 'source', 'value': '87982124'}, {'type': 'uic', 'value': '87982124'}]",Marguilliers,[],"{'lat': '48.994618', 'lon': '2.523669'}",Marguilliers (Tremblay-en-France),Europe/Paris,stop_area:SNCF:87982124,48.994618,2.523669,"[{'insee': '93073', 'name': 'Tremblay-en-France', 'level': 8, 'coord': {'lat': '48.9802035', 'lon': '2.5589558'}, 'label': 'Tremblay-en-France (93290)', 'id': 'admin:fr:93073', 'zip_code': '93290'}]"
24,"[{'type': 'source', 'value': '87112714'}, {'type': 'uic', 'value': '87112714'}]",Margut,[],"{'lat': '49.585292', 'lon': '5.265305'}",Margut (Margut),Europe/Paris,stop_area:SNCF:87112714,49.585292,5.265305,"[{'insee': '08276', 'name': 'Margut', 'level': 8, 'coord': {'lat': '49.58407', 'lon': '5.26019'}, 'label': 'Margut (08370)', 'id': 'admin:fr:08276', 'zip_code': '08370'}]"
0,"[{'type': 'source', 'value': '87172411'}, {'type': 'uic', 'value': '87172411'}]",Margut - Fromy,[],"{'lat': '49.590956', 'lon': '5.257797'}",Margut - Fromy (Fromy),Europe/Paris,stop_area:SNCF:87172411,49.590956,5.257797,"[{'insee': '08184', 'name': 'Fromy', 'level': 8, 'coord': {'lat': '49.59685', 'lon': '5.24969'}, 'label': 'Fromy (08370)', 'id': 'admin:fr:08184', 'zip_code': '08370'}]"
1,"[{'type': 'source', 'value': '87213603'}, {'type': 'uic', 'value': '87213603'}]",Marienthal,[],"{'lat': '48.781868', 'lon': '7.823352'}",Marienthal (Haguenau),Europe/Paris,stop_area:SNCF:87213603,48.781868,7.823352,"[{'insee': '67180', 'name': 'Haguenau', 'level': 8, 'coord': {'lat': '48.8172236', 'lon': '7.7885978'}, 'label': 'Haguenau (67500)', 'id': 'admin:fr:67180', 'zip_code': '67500'}]"
2,"[{'type': 'source', 'value': '87659839'}, {'type': 'uic', 'value': '87659839'}]",Marienthal Basilique Notre-Dame,[],"{'lat': '48.780133', 'lon': '7.816475'}",Marienthal Basilique Notre-Dame (Haguenau),Europe/Paris,stop_area:SNCF:87659839,48.780133,7.816475,"[{'insee': '67180', 'name': 'Haguenau', 'level': 8, 'coord': {'lat': '48.8172236', 'lon': '7.7885978'}, 'label': 'Haguenau (67500)', 'id': 'admin:fr:67180', 'zip_code': '67500'}]"
3,"[{'type': 'source', 'value': '87611194'}, {'type': 'uic', 'value': '87611194'}]",Marignac,[],"{'lat': '42.915633', 'lon': '0.6516'}",Marignac (Marignac),Europe/Paris,stop_area:SNCF:87611194,42.915633,0.6516,"[{'insee': '31316', 'name': 'Marignac', 'level': 8, 'coord': {'lat': '42.9138', 'lon': '0.659216'}, 'label': 'Marignac (31440)', 'id': 'admin:fr:31316', 'zip_code': '31440'}]"
4,"[{'type': 'source', 'value': '87746347'}, {'type': 'uic', 'value': '87746347'}]",Marignier,[],"{'lat': '46.088786', 'lon': '6.507849'}",Marignier (Marignier),Europe/Paris,stop_area:SNCF:87746347,46.088786,6.507849,"[{'insee': '74164', 'name': 'Marignier', 'level': 8, 'coord': {'lat': '46.0903808', 'lon': '6.4992902'}, 'label': 'Marignier (74970)', 'id': 'admin:fr:74164', 'zip_code': '74970'}]"
5,"[{'type': 'source', 'value': '87485334'}, {'type': 'uic', 'value': '87485334'}]",Marigny,[],"{'lat': '46.199083', 'lon': '-0.428404'}",Marigny (Marigny),Europe/Paris,stop_area:SNCF:87485334,46.199083,-0.428404,"[{'insee': '79166', 'name': 'Marigny', 'level': 8, 'coord': {'lat': '46.1976435', 'lon': '-0.4175757'}, 'label': 'Marigny (79360)', 'id': 'admin:fr:79166', 'zip_code': '79360'}]"
6,"[{'type': 'source', 'value': '87192195'}, {'type': 'uic', 'value': '87192195'}]",Marimont-lès-Bénestroff Eglise,[],"{'lat': '48.889549', 'lon': '6.78394'}",Marimont-lès-Bénestroff Eglise (Marimont-lès-Bénestroff),Europe/Paris,stop_area:SNCF:87192195,48.889549,6.78394,"[{'insee': '57446', 'name': 'Marimont-lès-Bénestroff', 'level': 8, 'coord': {'lat': '48.8904159', 'lon': '6.7826236'}, 'label': 'Marimont-lès-Bénestroff (57670)', 'id': 'admin:fr:57446', 'zip_code': '57670'}]"
7,"[{'type': 'source', 'value': '87405068'}, {'type': 'uic', 'value': '87405068'}]",Mariol,[],"{'lat': '46.021198', 'lon': '3.495822'}",Mariol (Mariol),Europe/Paris,stop_area:SNCF:87405068,46.021198,3.495822,"[{'insee': '03163', 'name': 'Mariol', 'level': 8, 'coord': {'lat': '46.0210063', 'lon': '3.4964638'}, 'label': 'Mariol (03270)', 'id': 'admin:fr:03163', 'zip_code': '03270'}]"
8,"[{'type': 'source', 'value': '87296095'}, {'type': 'uic', 'value': '87296095'}]",Marle sur Serre,[],"{'lat': '49.746918', 'lon': '3.769971'}",Marle sur Serre (Marle),Europe/Paris,stop_area:SNCF:87296095,49.746918,3.769971,"[{'insee': '02468', 'name': 'Marle', 'level': 8, 'coord': {'lat': '49.74', 'lon': '3.7713889'}, 'label': 'Marle (02250)', 'id': 'admin:fr:02468', 'zip_code': '02250'}]"
9,"[{'type': 'source', 'value': '87116228'}, {'type': 'uic', 'value': '87116228'}]",Marles-en-Brie,[],"{'lat': '48.733976', 'lon': '2.868099'}",Marles-en-Brie (La Houssaye-en-Brie),Europe/Paris,stop_area:SNCF:87116228,48.733976,2.868099,"[{'insee': '77229', 'name': 'La Houssaye-en-Brie', 'level': 8, 'coord': {'lat': '48.7537003', 'lon': '2.8751466'}, 'label': 'La Houssaye-en-Brie (77610)', 'id': 'admin:fr:77229', 'zip_code': '77610'}]"
10,"[{'type': 'source', 'value': '87723767'}, {'type': 'uic', 'value': '87723767'}]",Marlieux - Châtillon,[],"{'lat': '46.063876', 'lon': '5.07311'}",Marlieux - Châtillon (Marlieux),Europe/Paris,stop_area:SNCF:87723767,46.063876,5.07311,"[{'insee': '01235', 'name': 'Marlieux', 'level': 8, 'coord': {'lat': '46.0644464', 'lon': '5.0714969'}, 'label': 'Marlieux (01240)', 'id': 'admin:fr:01235', 'zip_code': '01240'}]"
11,"[{'type': 'source', 'value': '87382465'}, {'type': 'uic', 'value': '87382465'}]",Marly-le-Roi,[],"{'lat': '48.871354', 'lon': '2.0966'}",Marly-le-Roi (Marly-le-Roi),Europe/Paris,stop_area:SNCF:87382465,48.871354,2.0966,"[{'insee': '78372', 'name': 'Marly-le-Roi', 'level': 8, 'coord': {'lat': '48.8681762', 'lon': '2.0965935'}, 'label': 'Marly-le-Roi (78160)', 'id': 'admin:fr:78372', 'zip_code': '78160'}]"
12,"[{'type': 'source', 'value': '87576132'}, {'type': 'uic', 'value': '87576132'}]",Marmagne,[],"{'lat': '47.100074', 'lon': '2.282611'}",Marmagne (Marmagne),Europe/Paris,stop_area:SNCF:87576132,47.100074,2.282611,"[{'insee': '18138', 'name': 'Marmagne', 'level': 8, 'coord': {'lat': '47.1018078', 'lon': '2.284738'}, 'label': 'Marmagne (18500)', 'id': 'admin:fr:18138', 'zip_code': '18500'}]"
13,"[{'type': 'source', 'value': '87694182'}, {'type': 'uic', 'value': '87694182'}]",Marmagne sous Creusot,[],"{'lat': '46.833457', 'lon': '4.360199'}",Marmagne sous Creusot (Marmagne),Europe/Paris,stop_area:SNCF:87694182,46.833457,4.360199,"[{'insee': '71282', 'name': 'Marmagne', 'level': 8, 'coord': {'lat': '46.8363683', 'lon': '4.3601438'}, 'label': 'Marmagne (71710)', 'id': 'admin:fr:71282', 'zip_code': '71710'}]"
14,"[{'type': 'source', 'value': '87586545'}, {'type': 'uic', 'value': '87586545'}]",Marmande,[],"{'lat': '44.503071', 'lon': '0.168091'}",Marmande (Marmande),Europe/Paris,stop_area:SNCF:87586545,44.503071,0.168091,"[{'insee': '47157', 'name': 'Marmande', 'level': 8, 'coord': {'lat': '44.5007939', 'lon': '0.164274'}, 'label': 'Marmande (47200)', 'id': 'admin:fr:47157', 'zip_code': '47200'}]"
15,"[{'type': 'source', 'value': '87107508'}, {'type': 'uic', 'value': '87107508'}]",Marnaval Église,[],"{'lat': '48.62535', 'lon': '4.990121'}",Marnaval Église (Saint-Dizier),Europe/Paris,stop_area:SNCF:87107508,48.62535,4.990121,"[{'insee': '52448', 'name': 'Saint-Dizier', 'level': 8, 'coord': {'lat': '48.6371125', 'lon': '4.9473513'}, 'label': 'Saint-Dizier (52100)', 'id': 'admin:fr:52448', 'zip_code': '52100'}]"
16,"[{'type': 'source', 'value': '87215038'}, {'type': 'uic', 'value': '87215038'}]",Marnay-sur-Marne,[],"{'lat': '48.015571', 'lon': '5.241417'}",Marnay-sur-Marne (Marnay-sur-Marne),Europe/Paris,stop_area:SNCF:87215038,48.015571,5.241417,"[{'insee': '52315', 'name': 'Marnay-sur-Marne', 'level': 8, 'coord': {'lat': '48.0098127', 'lon': '5.2368184'}, 'label': 'Marnay-sur-Marne (52800)', 'id': 'admin:fr:52315', 'zip_code': '52800'}]"
17,"[{'type': 'source', 'value': '87118182'}, {'type': 'uic', 'value': '87118182'}]",Marnay-sur-Seine,[],"{'lat': '48.51271', 'lon': '3.557703'}",Marnay-sur-Seine (Marnay-sur-Seine),Europe/Paris,stop_area:SNCF:87118182,48.51271,3.557703,"[{'insee': '10225', 'name': 'Marnay-sur-Seine', 'level': 8, 'coord': {'lat': '48.5131164', 'lon': '3.5590088'}, 'label': 'Marnay-sur-Seine (10400)', 'id': 'admin:fr:10225', 'zip_code': '10400'}]"
18,"[{'type': 'source', 'value': '87754994'}, {'type': 'uic', 'value': '87754994'}]",Marne-la-Val-Chessy-RER,[],"{'lat': '48.869767', 'lon': '2.782218'}",Marne-la-Val-Chessy-RER (Chessy),Europe/Paris,stop_area:SNCF:87754994,48.869767,2.782218,"[{'insee': '77111', 'name': 'Chessy', 'level': 8, 'coord': {'lat': '48.8798792', 'lon': '2.7658363'}, 'label': 'Chessy (77700)', 'id': 'admin:fr:77111', 'zip_code': '77700'}]"
19,"[{'type': 'source', 'value': '87588228'}, {'type': 'uic', 'value': '87588228'}]",Marne-La-Vallee - Chessy Noctilien,[],"{'lat': '48.870893', 'lon': '2.783896'}",Marne-La-Vallee - Chessy Noctilien (Chessy),Europe/Paris,stop_area:SNCF:87588228,48.870893,2.783896,"[{'insee': '77111', 'name': 'Chessy', 'level': 8, 'coord': {'lat': '48.8798792', 'lon': '2.7658363'}, 'label': 'Chessy (77700)', 'id': 'admin:fr:77111', 'zip_code': '77700'}]"
20,"[{'type': 'source', 'value': '87111849'}, {'type': 'uic', 'value': '87111849'}]",Marne-la-Vallée Chessy,[],"{'lat': '48.869898', 'lon': '2.782626'}",Marne-la-Vallée Chessy (Chessy),Europe/Paris,stop_area:SNCF:87111849,48.869898,2.782626,"[{'insee': '77111', 'name': 'Chessy', 'level': 8, 'coord': {'lat': '48.8798792', 'lon': '2.7658363'}, 'label': 'Chessy (77700)', 'id': 'admin:fr:77111', 'zip_code': '77700'}]"
21,"[{'type': 'source', 'value': '87342188'}, {'type': 'uic', 'value': '87342188'}]",Maroeuil,[],"{'lat': '50.322431', 'lon': '2.698498'}",Maroeuil (Marœuil),Europe/Paris,stop_area:SNCF:87342188,50.322431,2.698498,"[{'insee': '62557', 'name': 'Marœuil', 'level': 8, 'coord': {'lat': '50.3232582', 'lon': '2.7054968'}, 'label': 'Marœuil (62161)', 'id': 'admin:fr:62557', 'zip_code': '62161'}]"
22,"[{'type': 'source', 'value': '87545186'}, {'type': 'uic', 'value': '87545186'}]",Marolles-en-Hurepoix,[],"{'lat': '48.565092', 'lon': '2.290753'}",Marolles-en-Hurepoix (Marolles-en-Hurepoix),Europe/Paris,stop_area:SNCF:87545186,48.565092,2.290753,"[{'insee': '91376', 'name': 'Marolles-en-Hurepoix', 'level': 8, 'coord': {'lat': '48.5623029', 'lon': '2.2986957'}, 'label': 'Marolles-en-Hurepoix (91630)', 'id': 'admin:fr:91376', 'zip_code': '91630'}]"
23,"[{'type': 'source', 'value': '87411249'}, {'type': 'uic', 'value': '87411249'}]",Maromme,[],"{'lat': '49.479899', 'lon': '1.05056'}",Maromme (Notre-Dame-de-Bondeville),Europe/Paris,stop_area:SNCF:87411249,49.479899,1.05056,"[{'insee': '76474', 'name': 'Notre-Dame-de-Bondeville', 'level': 8, 'coord': {'lat': '49.4883509', 'lon': '1.0487027'}, 'label': 'Notre-Dame-de-Bondeville (76960)', 'id': 'admin:fr:76474', 'zip_code': '76960'}]"
