,id,int_id,airport_int_id,active,code,icao,name,slug,slug_en,alternative_names,rank,global_rank_dst,dst_popularity_score,timezone,city,location,alternative_departure_points,tags,providers,special,tourist_region,car_rentals,new_ground,routing_priority,type,lat,lon
290,KRR,9071,9071,True,KRR,URKK,Krasnodar International,krasnodar-international-krasnodar-russia,krasnodar-international-krasnodar-russia,['Пашковский'],2048,549,5684.0,Europe/Moscow,"{'id': 'krasnodar_sf_ru', 'name': 'Krasnodar', 'code': 'KRR', 'slug': 'krasnodar-russia', 'nearby_country': None, 'country': {'id': 'RU', 'name': 'Russia', 'slug': 'russia', 'code': 'RU'}, 'region': {'id': 'eastern-europe', 'name': 'Eastern Europe', 'slug': 'eastern-europe'}, 'subdivision': {'id': 'SF_RU', 'name': 'South Federal District', 'slug': 'south-federal-district-russia', 'code': 'SF'}, 'continent': {'id': 'europe', 'name': 'Europe', 'slug': 'europe', 'code': 'EU'}, 'autonomous_territory': None}","{'lat': 45.0325, 'lon': 39.166389}",[],"[{'tag': 'sightseeing', 'month_to': -1, 'month_from': -1}, {'tag': 'family fun', 'month_to': -1, 'month_from': -1}]","[1175, 1227]",[],[],"[{'provider_id': 1175, 'providers_locations': ['4012742']}]",False,0,airport,45.0325,39.166389
291,KRS,9072,9072,True,KRS,ENCN,"Kristiansand Airport, Kjevik",kristiansand-airport-kristiansand-norway,kristiansand-airport-kristiansand-norway,"['Kristiansand lufthavn, Kjevik']",683,321,26263.0,Europe/Oslo,"{'id': 'kristiansand_no', 'name': 'Kristiansand', 'code': 'KRS', 'slug': 'kristiansand-norway', 'nearby_country': None, 'country': {'id': 'NO', 'name': 'Norway', 'slug': 'norway', 'code': 'NO'}, 'region': {'id': 'northern-europe', 'name': 'Northern Europe', 'slug': 'northern-europe'}, 'subdivision': None, 'continent': {'id': 'europe', 'name': 'Europe', 'slug': 'europe', 'code': 'EU'}, 'autonomous_territory': None}","{'lat': 58.204167, 'lon': 8.085278}","[{'id': 'TRF', 'distance': 212.57, 'duration': 11022.8}, {'id': 'SVG', 'distance': 243.78, 'duration': 15322.1}]",[],"[1175, 1277]",[],[],"[{'provider_id': 1175, 'providers_locations': ['235319']}]",False,0,airport,58.204167,8.085278
292,KID,2320,2320,True,KID,ESMK,Kristianstad,kristianstad-kristianstad-sweden,kristianstad-kristianstad-sweden,['Kristianstad Österlen'],2048,736,2948.0,Europe/Stockholm,"{'id': 'kristianstad_se', 'name': 'Kristianstad', 'code': 'KID', 'slug': 'kristianstad-sweden', 'nearby_country': None, 'country': {'id': 'SE', 'name': 'Sweden', 'slug': 'sweden', 'code': 'SE'}, 'region': {'id': 'northern-europe', 'name': 'Northern Europe', 'slug': 'northern-europe'}, 'subdivision': None, 'continent': {'id': 'europe', 'name': 'Europe', 'slug': 'europe', 'code': 'EU'}, 'autonomous_territory': None}","{'lat': 55.921667, 'lon': 14.085556}","[{'id': 'RNB', 'distance': 101.97, 'duration': 4765.7}, {'id': 'AGH', 'distance': 118.1, 'duration': 6172.8}, {'id': 'CPH', 'distance': 124.96, 'duration': 5848.2}, {'id': 'VXO', 'distance': 138.59, 'duration': 7254.1}, {'id': 'HAD', 'distance': 141.07, 'duration': 7332.7}, {'id': 'RNN', 'distance': 147.31, 'duration': 9690.7}, {'id': 'SE-KRIS-KRIS', 'distance': 16.49, 'duration': 1033.1}, {'id': 'KLR', 'distance': 204.22, 'duration': 9829.2}, {'id': 'SE-BROM-TRAI', 'distance': 37.34, 'duration': 1930}, {'id': 'SE-HASS-HASS', 'distance': 40.3, 'duration': 2126.8}, {'id': 'SE-SOLV-TRAI', 'distance': 44.64, 'duration': 2243}, {'id': 'MMX', 'distance': 97.21, 'duration': 5387.4}]",[],"[1133, 1175]","[{'id': 'zealand_poi', 'name': 'Zealand', 'slug': 'zealand'}, {'id': 'louisiana-museum-of-modern-art_poi', 'name': 'Louisiana Museum of Modern Art', 'slug': 'louisiana-museum-of-modern-art'}, {'id': 'foteviken-viking_poi', 'name': 'Foteviken Viking', 'slug': 'foteviken-viking'}, {'id': 'amager_poi', 'name': 'Amager', 'slug': 'amager'}]",[],"[{'provider_id': 1175, 'providers_locations': ['419088']}]",False,0,airport,55.921667,14.085556
293,KSU,4007,4007,True,KSU,ENKB,"Kristiansund Airport, Kvernberget",kristiansund-airport-kristiansund-norway,kristiansund-airport-kristiansund-norway,"['Kristiansund lufthavn, Kvernberget']",2048,620,5197.0,Europe/Oslo,"{'id': 'kristiansund_no', 'name': 'Kristiansund', 'code': 'KSU', 'slug': 'kristiansund-norway', 'nearby_country': None, 'country': {'id': 'NO', 'name': 'Norway', 'slug': 'norway', 'code': 'NO'}, 'region': {'id': 'northern-europe', 'name': 'Northern Europe', 'slug': 'northern-europe'}, 'subdivision': None, 'continent': {'id': 'europe', 'name': 'Europe', 'slug': 'europe', 'code': 'EU'}, 'autonomous_territory': None}","{'lat': 63.111667, 'lon': 7.824444}","[{'id': 'AES', 'distance': 161.22, 'duration': 11512}, {'id': 'HOV', 'distance': 188.72, 'duration': 14124.2}, {'id': 'OLA', 'distance': 209.93, 'duration': 15434.8}, {'id': 'TRD', 'distance': 221.25, 'duration': 14488.3}, {'id': 'MOL', 'distance': 63.15, 'duration': 3992.6}]",[],"[1175, 1193, 1277]",[],[],"[{'provider_id': 1175, 'providers_locations': ['1495236', '1686556', '235254']}]",False,0,airport,63.111667,7.824444
294,KFZ,21689,400,True,KFZ,LAKU,Kukës International Airport Zayed,kukes-international-airport-zayed-kukes-albania,kukes-international-airport-zayed-kukes-albania,[],2048,587,8027.0,Europe/Tirane,"{'id': 'kukes_al', 'name': 'Kukës', 'code': 'KFZ', 'slug': 'kukes-albania', 'nearby_country': None, 'country': {'id': 'AL', 'name': 'Albania', 'slug': 'albania', 'code': 'AL'}, 'region': {'id': 'southern-europe', 'name': 'Southern Europe', 'slug': 'southern-europe'}, 'subdivision': None, 'continent': {'id': 'europe', 'name': 'Europe', 'slug': 'europe', 'code': 'EU'}, 'autonomous_territory': None}","{'lat': 42.032833, 'lon': 20.414944}","[{'id': 'PRN', 'distance': 104.56, 'duration': 5106}, {'id': 'XK-PRIS-PRIS', 'distance': 113.88, 'duration': 5602}, {'id': 'TIA', 'distance': 132.34, 'duration': 7254}, {'id': 'AL-TIRA-SKAN', 'distance': 142.3, 'duration': 8068}, {'id': 'MK-STRU-BUSS', 'distance': 143.38, 'duration': 9325}, {'id': 'OHD', 'distance': 152.88, 'duration': 9931}, {'id': 'MK-SKOP-SKOP', 'distance': 152.91, 'duration': 8233}, {'id': 'MK-TETO-BUSS', 'distance': 161.28, 'duration': 9115}, {'id': 'SKP', 'distance': 174.74, 'duration': 8891}, {'id': 'MK-KICE-TRAI', 'distance': 179.84, 'duration': 12078}, {'id': 'ME-ULCI-BUSS', 'distance': 184.91, 'duration': 13467}, {'id': 'MK-GOST-TRAI', 'distance': 185.39, 'duration': 10500}, {'id': 'ME-BERA-BUSS', 'distance': 204.98, 'duration': 11597}, {'id': 'TGD', 'distance': 215.28, 'duration': 14215}]",[],[],[],[],[],False,0,airport,42.032833,20.414944
295,TJU,113,113,True,TJU,UTDK,Kulob,kulob-kulob-tajikistan,kulob-kulob-tajikistan,[],2048,697,696.0,Asia/Dushanbe,"{'id': 'kulob_tj', 'name': 'Kulob', 'code': 'TJU', 'slug': 'kulob-tajikistan', 'nearby_country': None, 'country': {'id': 'TJ', 'name': 'Tajikistan', 'slug': 'tajikistan', 'code': 'TJ'}, 'region': {'id': 'central-asia', 'name': 'Central Asia', 'slug': 'central-asia'}, 'subdivision': None, 'continent': {'id': 'asia', 'name': 'Asia', 'slug': 'asia', 'code': 'AS'}, 'autonomous_territory': None}","{'lat': 37.988333, 'lon': 69.805278}","[{'id': 'DYU', 'distance': 189.63, 'duration': 11715.6}]","[{'tag': 'sightseeing', 'month_to': -1, 'month_from': -1}]",[],[],[],[],False,0,airport,37.988333,69.805278
296,KUO,4348,4348,True,KUO,EFKU,Kuopio,kuopio-kuopio-finland,kuopio-kuopio-finland,['Kuopion lentoasema'],1245,460,9020.0,Europe/Helsinki,"{'id': 'kuopio_fi', 'name': 'Kuopio', 'code': 'KUO', 'slug': 'kuopio-finland', 'nearby_country': None, 'country': {'id': 'FI', 'name': 'Finland', 'slug': 'finland', 'code': 'FI'}, 'region': {'id': 'northern-europe', 'name': 'Northern Europe', 'slug': 'northern-europe'}, 'subdivision': None, 'continent': {'id': 'europe', 'name': 'Europe', 'slug': 'europe', 'code': 'EU'}, 'autonomous_territory': None}","{'lat': 63.007222, 'lon': 27.797778}","[{'id': 'FI-SIIL-TRAI', 'distance': 11.24, 'duration': 977.1}, {'id': 'JOE', 'distance': 121.64, 'duration': 6605.3}, {'id': 'FI-KUOP-KUOP', 'distance': 16.94, 'duration': 992.8}, {'id': 'JYV', 'distance': 175.7, 'duration': 9301.9}, {'id': 'KAJ', 'distance': 175.78, 'duration': 9470.3}]","[{'tag': 'family fun', 'month_to': -1, 'month_from': -1}, {'tag': 'sightseeing', 'month_to': -1, 'month_from': -1}]","[1175, 1277]",[],[],"[{'provider_id': 1175, 'providers_locations': ['381346']}]",False,0,airport,63.007222,27.797778
297,KUF,4355,4355,True,KUF,UWWW,Kurumoch International,kurumoch-international-samara-russia,kurumoch-international-samara-russia,['Курумоч'],2048,409,8006.0,Europe/Samara,"{'id': 'samara_vl_ru', 'name': 'Samara', 'code': 'KUF', 'slug': 'samara-russia', 'nearby_country': None, 'country': {'id': 'RU', 'name': 'Russia', 'slug': 'russia', 'code': 'RU'}, 'region': {'id': 'eastern-europe', 'name': 'Eastern Europe', 'slug': 'eastern-europe'}, 'subdivision': {'id': 'VL_RU', 'name': 'Volga Federal District', 'slug': 'volga-federal-district-russia', 'code': 'VL'}, 'continent': {'id': 'europe', 'name': 'Europe', 'slug': 'europe', 'code': 'EU'}, 'autonomous_territory': None}","{'lat': 53.503889, 'lon': 50.151667}",[],"[{'tag': 'sightseeing', 'month_to': -1, 'month_from': -1}]","[1175, 1277]",[],[],"[{'provider_id': 1175, 'providers_locations': ['4012764']}]",False,0,airport,53.503889,50.151667
298,KAO,883,883,True,KAO,EFKS,Kuusamo,kuusamo-kuusamo-finland,kuusamo-kuusamo-finland,['Kuusamon lentoasema'],1177,443,25941.0,Europe/Helsinki,"{'id': 'kuusamo_fi', 'name': 'Kuusamo', 'code': 'KAO', 'slug': 'kuusamo-finland', 'nearby_country': None, 'country': {'id': 'FI', 'name': 'Finland', 'slug': 'finland', 'code': 'FI'}, 'region': {'id': 'northern-europe', 'name': 'Northern Europe', 'slug': 'northern-europe'}, 'subdivision': None, 'continent': {'id': 'europe', 'name': 'Europe', 'slug': 'europe', 'code': 'EU'}, 'autonomous_territory': None}","{'lat': 65.9875, 'lon': 29.239444}","[{'id': 'RVN', 'distance': 193.89, 'duration': 11072.7}, {'id': 'OUL', 'distance': 237.72, 'duration': 12362.1}]","[{'tag': 'winter sport', 'month_to': -1, 'month_from': -1}]",[1277],[],[],[],False,0,airport,65.9875,29.239444
299,KZO,624,624,True,KZO,UAOO,Kyzylorda,kyzylorda-kyzylorda-kazakhstan,kyzylorda-kyzylorda-kazakhstan,[],1616,713,2798.0,Asia/Qyzylorda,"{'id': 'kyzylorda_kz', 'name': 'Kyzylorda', 'code': 'KZO', 'slug': 'kyzylorda-kazakhstan', 'nearby_country': None, 'country': {'id': 'KZ', 'name': 'Kazakhstan', 'slug': 'kazakhstan', 'code': 'KZ'}, 'region': {'id': 'central-asia', 'name': 'Central Asia', 'slug': 'central-asia'}, 'subdivision': None, 'continent': {'id': 'asia', 'name': 'Asia', 'slug': 'asia', 'code': 'AS'}, 'autonomous_territory': None}","{'lat': 44.7075, 'lon': 65.592222}",[],"[{'tag': 'sightseeing', 'month_to': -1, 'month_from': -1}]",[],[],[],[],False,0,airport,44.7075,65.592222
300,LRH,7395,7395,True,LRH,LFBH,La Rochelle – Île de Ré,la-rochelle-ile-de-re-la-rochelle-france,la-rochelle-ile-de-re-la-rochelle-france,"['La Rochelle - Laleu', 'Aéroport de La Rochelle-île de Ré']",1539,370,20274.0,Europe/Paris,"{'id': 'la-rochelle_fr', 'name': 'La Rochelle', 'code': 'LRH', 'slug': 'la-rochelle-france', 'nearby_country': None, 'country': {'id': 'FR', 'name': 'France', 'slug': 'france', 'code': 'FR'}, 'region': {'id': 'western-europe', 'name': 'Western Europe', 'slug': 'western-europe'}, 'subdivision': None, 'continent': {'id': 'europe', 'name': 'Europe', 'slug': 'europe', 'code': 'EU'}, 'autonomous_territory': None}","{'lat': 46.179167, 'lon': -1.195278}","[{'id': 'NTE', 'distance': 141.73, 'duration': 6620.3}, {'id': 'PIS', 'distance': 144.62, 'duration': 6425.5}, {'id': 'BOD', 'distance': 202.54, 'duration': 8376.6}, {'id': 'LIG', 'distance': 226.74, 'duration': 11988.1}, {'id': 'TUF', 'distance': 244.42, 'duration': 9634.3}, {'id': 'RNS', 'distance': 248.64, 'duration': 11403}, {'id': 'FR-ROCH-TRAI', 'distance': 38.73, 'duration': 2039.9}, {'id': 'FR-LARO-LAR0', 'distance': 4.7, 'duration': 501.4}, {'id': 'FR-LARO-LARO', 'distance': 8.78, 'duration': 719.9}]","[{'tag': 'sightseeing', 'month_to': -1, 'month_from': -1}, {'tag': 'beach', 'month_to': -1, 'month_from': -1}]","[1148, 1175]",[],"[{'id': 'atlantic-coast_poi', 'name': 'Atlantic Coast', 'slug': 'atlantic-coast'}, {'id': 'poitou-charentes_poi', 'name': 'Poitou-Charentes', 'slug': 'poitou-charentes'}, {'id': 'poitou_poi', 'name': 'Poitou', 'slug': 'poitou'}]","[{'provider_id': 1175, 'providers_locations': ['480133']}]",False,0,airport,46.179167,-1.195278
301,BYR,5104,5104,True,BYR,EKLS,Laeso Airport,laeso-airport-laeso-denmark,laeso-airport-laeso-denmark,[],2048,867,2512.0,Europe/Copenhagen,"{'id': 'laeso_dk', 'name': 'Laeso', 'code': 'BYR', 'slug': 'laeso-denmark', 'nearby_country': None, 'country': {'id': 'DK', 'name': 'Denmark', 'slug': 'denmark', 'code': 'DK'}, 'region': {'id': 'northern-europe', 'name': 'Northern Europe', 'slug': 'northern-europe'}, 'subdivision': None, 'continent': {'id': 'europe', 'name': 'Europe', 'slug': 'europe', 'code': 'EU'}, 'autonomous_territory': None}","{'lat': 57.277199, 'lon': 11.0001}","[{'id': 'AAL', 'distance': 103.41, 'duration': 9492.4}, {'id': 'ZTG', 'distance': 99.3, 'duration': 8996}]",[],[1329],[],[],[],False,0,airport,57.277199,11.0001
302,LKL,1219,1219,True,LKL,ENNA,"Lakselv Airport, Banak",lakselv-airport-lakselv-norway,lakselv-airport-lakselv-norway,"['Lakselv lufthavn, Banak']",1121,831,2190.0,Europe/Oslo,"{'id': 'lakselv_no', 'name': 'Lakselv', 'code': 'LKL', 'slug': 'lakselv-norway', 'nearby_country': None, 'country': {'id': 'NO', 'name': 'Norway', 'slug': 'norway', 'code': 'NO'}, 'region': {'id': 'northern-europe', 'name': 'Northern Europe', 'slug': 'northern-europe'}, 'subdivision': None, 'continent': {'id': 'europe', 'name': 'Europe', 'slug': 'europe', 'code': 'EU'}, 'autonomous_territory': None}","{'lat': 70.068889, 'lon': 24.973611}","[{'id': 'HFT', 'distance': 147.38, 'duration': 9074.3}, {'id': 'HVG', 'distance': 164.9, 'duration': 9924.7}, {'id': 'ALF', 'distance': 170.26, 'duration': 9945.6}, {'id': 'MEH', 'distance': 225.47, 'duration': 12527.6}, {'id': 'IVL', 'distance': 242.38, 'duration': 13789.3}]",[],[1175],[],[],"[{'provider_id': 1175, 'providers_locations': ['235339']}]",False,0,airport,70.068889,24.973611
303,SUF,5604,5604,True,SUF,LICA,Lamezia Terme International,lamezia-terme-international-lamezia-terme-italy,lamezia-terme-international-lamezia-terme-italy,['Aeroporto di Lamezia Terme'],329,120,247095.0,Europe/Rome,"{'id': 'lamezia-terme_it', 'name': 'Lamezia Terme', 'code': 'SUF', 'slug': 'lamezia-terme-italy', 'nearby_country': None, 'country': {'id': 'IT', 'name': 'Italy', 'slug': 'italy', 'code': 'IT'}, 'region': {'id': 'southern-europe', 'name': 'Southern Europe', 'slug': 'southern-europe'}, 'subdivision': None, 'continent': {'id': 'europe', 'name': 'Europe', 'slug': 'europe', 'code': 'EU'}, 'autonomous_territory': None}","{'lat': 38.908333, 'lon': 16.241667}","[{'id': 'REG', 'distance': 131.78, 'duration': 5298.9}, {'id': 'CTA', 'distance': 231.6, 'duration': 14552.1}, {'id': 'IT-PIZZ-STAZ', 'distance': 23.59, 'duration': 1121.4}, {'id': 'LTZ', 'distance': 2.64, 'duration': 206.9}, {'id': 'IT-SQUI-BUSS', 'distance': 39.08, 'duration': 2462.2}, {'id': 'IT-CATA-STAZ', 'distance': 40.34, 'duration': 2196.4}, {'id': 'CRV', 'distance': 89.84, 'duration': 4864.3}]","[{'tag': 'sightseeing', 'month_to': -1, 'month_from': -1}, {'tag': 'beach', 'month_to': -1, 'month_from': -1}]","[1096, 1175, 1277, 1283, 1329]",[],[],"[{'provider_id': 1175, 'providers_locations': ['165309']}]",False,0,airport,38.908333,16.241667
304,LMP,139,139,True,LMP,LICD,Lampedusa,lampedusa-lampedusa-italy,lampedusa-lampedusa-italy,['Aeroporto di Lampedusa'],1244,384,32079.0,Europe/Rome,"{'id': 'lampedusa_it', 'name': 'Lampedusa', 'code': 'LMP', 'slug': 'lampedusa-italy', 'nearby_country': None, 'country': {'id': 'IT', 'name': 'Italy', 'slug': 'italy', 'code': 'IT'}, 'region': {'id': 'southern-europe', 'name': 'Southern Europe', 'slug': 'southern-europe'}, 'subdivision': None, 'continent': {'id': 'europe', 'name': 'Europe', 'slug': 'europe', 'code': 'EU'}, 'autonomous_territory': None}","{'lat': 35.498056, 'lon': 12.618333}",[],[],"[1277, 1282, 1283]",[],"[{'id': 'autumn-sun_poi', 'name': 'Autumn Sun', 'slug': 'autumn-sun'}]",[],False,0,airport,35.498056,12.618333
305,LPP,7062,7062,True,LPP,EFLP,Lappeenranta,lappeenranta-lappeenranta-finland,lappeenranta-lappeenranta-finland,['Lappeenrannan lentoasema'],1061,440,11311.0,Europe/Helsinki,"{'id': 'lappeenranta_fi', 'name': 'Lappeenranta', 'code': 'LPP', 'slug': 'lappeenranta-finland', 'nearby_country': None, 'country': {'id': 'FI', 'name': 'Finland', 'slug': 'finland', 'code': 'FI'}, 'region': {'id': 'northern-europe', 'name': 'Northern Europe', 'slug': 'northern-europe'}, 'subdivision': None, 'continent': {'id': 'europe', 'name': 'Europe', 'slug': 'europe', 'code': 'EU'}, 'autonomous_territory': None}","{'lat': 61.044444, 'lon': 28.144444}","[{'id': 'HEL', 'distance': 224.24, 'duration': 10140.7}, {'id': 'LED', 'distance': 226.76, 'duration': 13058.7}, {'id': 'JYV', 'distance': 241.47, 'duration': 13472.2}, {'id': 'FI-IMAT-TRAI', 'distance': 43.67, 'duration': 2419.3}, {'id': 'FI-LAPP-LAPP', 'distance': 7.86, 'duration': 841.6}]",[],"[1175, 1277]","[{'id': 'catherine-palace_poi', 'name': 'Tsarskoye Selo (Catherine Palace)', 'slug': 'tsarskoye-selo-catherine-palace-'}, {'id': 'vasilievsky-island_poi', 'name': 'Vasilievsky Island', 'slug': 'vasilievsky-island'}, {'id': 'hermitage-st-petersburg_poi', 'name': 'Hermitage, St. Petersburg', 'slug': 'hermitage'}, {'id': 'church-of-our-savior-on-spilled-blood-st-petersburg_poi', 'name': 'Church of Our Savior on Spilled Blood, St. Petersburg', 'slug': 'church-of-our-savior-on-spilled-blood'}, {'id': 'temppeliaukion-kirkko_poi', 'name': 'Temppeliaukion Kirkko', 'slug': 'temppeliaukion-kirkko'}]",[],"[{'provider_id': 1175, 'providers_locations': ['381321']}]",False,0,airport,61.044444,28.144444
306,QLS,10869,10869,True,QLS,LSGL,Lausanne-la Blecherette Airport,lausanne-la-blecherette-airport-lausanne-switzerland,lausanne-la-blecherette-airport-lausanne-switzerland,[],2048,675,1388.0,Europe/Zurich,"{'id': 'lausanne_ch', 'name': 'Lausanne', 'code': 'QLS', 'slug': 'lausanne-switzerland', 'nearby_country': None, 'country': {'id': 'CH', 'name': 'Switzerland', 'slug': 'switzerland', 'code': 'CH'}, 'region': {'id': 'central-europe', 'name': 'Central Europe', 'slug': 'central-europe'}, 'subdivision': None, 'continent': {'id': 'europe', 'name': 'Europe', 'slug': 'europe', 'code': 'EU'}, 'autonomous_territory': None}","{'lat': 46.5453, 'lon': 6.61667}","[{'id': 'BRN', 'distance': 109.78, 'duration': 4948.9}, {'id': 'CH-LAUS-LAUS', 'distance': 1.33, 'duration': 217}, {'id': 'CMF', 'distance': 146.36, 'duration': 6341.8}, {'id': 'DLE', 'distance': 157.0, 'duration': 8552.1}, {'id': 'BSL', 'distance': 207.53, 'duration': 8709.8}, {'id': 'MLH', 'distance': 208.13, 'duration': 8799.2}, {'id': 'LYS', 'distance': 210.16, 'duration': 8589.9}, {'id': 'GNB', 'distance': 232.43, 'duration': 9287.3}, {'id': 'GVA', 'distance': 69.94, 'duration': 3312.9}]",[],"[1028, 1035, 1096, 1148, 1283, 1291]",[],"[{'id': 'vaud_poi', 'name': 'Vaud', 'slug': 'vaud'}, {'id': 'lavaux_poi', 'name': 'Lavaux', 'slug': 'lavaux'}]",[],False,0,airport,46.5453,6.61667
307,LPY,7055,7055,True,LPY,LFHP,Le Puy – Loudes,le-puy-loudes-le-puy-en-velay-france,le-puy-loudes-le-puy-en-velay-france,['Aéroport du Puy - Loudes'],2048,1036,650.0,Europe/Paris,"{'id': 'le-puy-en-velay_fr', 'name': 'Le Puy-en-Velay', 'code': 'LPY', 'slug': 'le-puy-en-velay-france', 'nearby_country': None, 'country': {'id': 'FR', 'name': 'France', 'slug': 'france', 'code': 'FR'}, 'region': {'id': 'western-europe', 'name': 'Western Europe', 'slug': 'western-europe'}, 'subdivision': None, 'continent': {'id': 'europe', 'name': 'Europe', 'slug': 'europe', 'code': 'EU'}, 'autonomous_territory': None}","{'lat': 45.079722, 'lon': 3.763333}","[{'id': 'CFE', 'distance': 114.62, 'duration': 5948.5}, {'id': 'AUR', 'distance': 151.82, 'duration': 9127}, {'id': 'GNB', 'distance': 163.03, 'duration': 9631.5}, {'id': 'LYS', 'distance': 163.25, 'duration': 8391.2}, {'id': 'RDZ', 'distance': 195.44, 'duration': 10742.7}, {'id': 'FNI', 'distance': 200.21, 'duration': 12021.8}, {'id': 'CMF', 'distance': 234.77, 'duration': 10884.1}, {'id': 'MPL', 'distance': 236.23, 'duration': 13479.2}]","[{'tag': 'sightseeing', 'month_to': -1, 'month_from': -1}, {'tag': 'activities', 'month_to': -1, 'month_from': -1}]",[1148],[],"[{'id': 'haute-loire_poi', 'name': 'Haute Loire', 'slug': 'haute-loire'}, {'id': 'massif-central_poi', 'name': 'Massif Central', 'slug': 'massif-central'}]",[],False,0,airport,45.079722,3.763333
308,LBA,4570,4570,True,LBA,EGNM,Leeds Bradford,leeds-bradford-leeds-united-kingdom,leeds-bradford-leeds-united-kingdom,[],397,148,155707.0,Europe/London,"{'id': 'leeds_gb', 'name': 'Leeds', 'code': 'LBA', 'slug': 'leeds-united-kingdom', 'nearby_country': None, 'country': {'id': 'GB', 'name': 'United Kingdom', 'slug': 'united-kingdom', 'code': 'GB'}, 'region': {'id': 'northern-europe', 'name': 'Northern Europe', 'slug': 'northern-europe'}, 'subdivision': None, 'continent': {'id': 'europe', 'name': 'Europe', 'slug': 'europe', 'code': 'EU'}, 'autonomous_territory': None}","{'lat': 53.865833, 'lon': -1.660556}","[{'id': 'GB-SHIP-BUSS', 'distance': 10.38, 'duration': 1052.9}, {'id': 'LPL', 'distance': 120.81, 'duration': 5991.2}, {'id': 'HUY', 'distance': 125.46, 'duration': 5945.7}, {'id': 'GB-LEED-UNIV', 'distance': 12.56, 'duration': 1210.8}, {'id': 'ZFC', 'distance': 12.72, 'duration': 1237}, {'id': 'EMA', 'distance': 148.96, 'duration': 6794.5}, {'id': 'GB-HARE-ARMS', 'distance': 14.98, 'duration': 1045.7}, {'id': 'NCL', 'distance': 162.62, 'duration': 7641.3}, {'id': 'GB-KEIG-BUSS', 'distance': 19.46, 'duration': 1731.1}, {'id': 'BHX', 'distance': 206.35, 'duration': 9277.2}, {'id': 'GB-HARR-BUSS', 'distance': 21.9, 'duration': 1491.6}, {'id': 'GB-HALI-BUSS', 'distance': 24.71, 'duration': 2320.5}, {'id': 'GB-DEWS-BUSS', 'distance': 28.85, 'duration': 2252.5}, {'id': 'GB-MIRF-INGG', 'distance': 29.77, 'duration': 2042}, {'id': 'GB-TADC-BUSS', 'distance': 33.03, 'duration': 2298.6}, {'id': 'UK-HUDD-HUDD', 'distance': 36.29, 'duration': 2382.2}, {'id': 'QQY', 'distance': 49.65, 'duration': 2884.4}, {'id': 'MAN', 'distance': 93.17, 'duration': 4913.4}, {'id': 'MME', 'distance': 96.98, 'duration': 4752.8}]","[{'tag': 'sightseeing', 'month_to': -1, 'month_from': -1}, {'tag': 'nightlife', 'month_to': -1, 'month_from': -1}]","[1053, 1165, 1175, 1277, 1282, 1283, 1284]","[{'id': 'bamburgh-castle_poi', 'name': 'Bamburgh Castle', 'slug': 'bamburgh-castle'}, {'id': 'hadrian-s-wall_poi', 'name': ""Hadrian's Wall"", 'slug': 'hadrian-s-wall'}, {'id': 'york-minster_poi', 'name': 'York Minster', 'slug': 'york-minster'}]","[{'id': 'yorkshire_poi', 'name': 'Yorkshire', 'slug': 'yorkshire'}]","[{'provider_id': 1175, 'providers_locations': ['164784']}]",False,0,airport,53.865833,-1.660556
309,LEJ,8609,8609,True,LEJ,EDDP,Leipzig/Halle Airport,leipzig-halle-leipzig-germany,leipzig-halle-leipzig-germany,['Flughafen Leipzig/Halle'],485,155,97995.0,Europe/Berlin,"{'id': 'leipzig_de', 'name': 'Leipzig', 'code': 'LEJ', 'slug': 'leipzig-germany', 'nearby_country': None, 'country': {'id': 'DE', 'name': 'Germany', 'slug': 'germany', 'code': 'DE'}, 'region': {'id': 'central-europe', 'name': 'Central Europe', 'slug': 'central-europe'}, 'subdivision': None, 'continent': {'id': 'europe', 'name': 'Europe', 'slug': 'europe', 'code': 'EU'}, 'autonomous_territory': None}","{'lat': 51.4325, 'lon': 12.241667}","[{'id': 'DRS', 'distance': 129.39, 'duration': 4968.8}, {'id': 'ERF', 'distance': 157.92, 'duration': 5944.8}, {'id': 'TXL', 'distance': 164.88, 'duration': 6502.7}, {'id': 'BER', 'distance': 172.87, 'duration': 6408.8}, {'id': 'HAJ', 'distance': 249.02, 'duration': 9398.6}, {'id': 'DE-BITT-BITT', 'distance': 27.9, 'duration': 1681.4}, {'id': 'DE-MERS-TRAI', 'distance': 34.7, 'duration': 2131.6}, {'id': 'DE-WEIS-KLIN', 'distance': 46.66, 'duration': 2066.1}]","[{'tag': 'sightseeing', 'month_to': -1, 'month_from': -1}, {'tag': 'family fun', 'month_to': -1, 'month_from': -1}]","[1035, 1064, 1096, 1129, 1227, 1229, 1283, 1329]","[{'id': 'zwinger_poi', 'name': 'Zwinger', 'slug': 'zwinger'}, {'id': 'brandenburg-gate-berlin_poi', 'name': 'Brandenburg Gate, Berlin', 'slug': 'brandenburg-gate'}, {'id': 'reichstag-building_poi', 'name': 'Reichstag Building', 'slug': 'reichstag-building'}, {'id': 'berlin-wall_poi', 'name': 'Berlin Wall', 'slug': 'berlin-wall'}]","[{'id': 'goethe-route_poi', 'name': 'Goethe Route', 'slug': 'goethe-route'}, {'id': 'saxony_poi', 'name': 'Saxony', 'slug': 'saxony'}]",[],False,0,airport,51.4325,12.241667
